0 7.72587e-10 2.73936e-14 0.0449614
1 7.54206e-10 9.25978e-15 0.0476211
2 7.56456e-10 1.91277e-14 0.0504392
3 6.12921e-10 9.54906e-15 0.0534232
4 7.20554e-10 2.07347e-15 0.0565882
5 5.71109e-10 1.28559e-14 0.0599248
6 5.39341e-10 1.57984e-14 0.0634779
7 5.17155e-10 1.8626e-15 0.0672372
8 3.50517e-10 -1.23651e-14 0.0712122
9 4.28644e-10 2.50869e-14 0.0754216
10 2.19219e-10 -3.93957e-14 0.0798841
11 3.37483e-10 -1.24062e-14 0.0846184
12 1.62136e-10 -1.33791e-14 0.0896153
13 3.32767e-11 -2.37752e-14 0.0949215
14 1.84724e-10 -2.36515e-14 0.100537
15 -8.6495e-11 -2.45877e-14 0.106481
16 5.89751e-11 2.78032e-14 0.11279
17 -4.95523e-11 -3.11884e-14 0.119456
18 -1.23033e-10 1.93647e-14 0.126524
19 6.11723e-11 -1.14166e-13 0.134015
20 -1.49049e-10 1.56092e-13 0.141937
21 -2.86044e-11 -1.36404e-13 0.150337
22 4.68077e-11 -4.6832e-14 0.159234
23 -1.56988e-10 1.50318e-13 0.168656
24 -2.24314e-11 -3.30248e-13 0.178631
25 1.95849e-11 1.78244e-13 0.189196
26 -4.84578e-11 3.38534e-13 0.200399
27 -7.35329e-12 -1.44281e-13 0.212249
28 7.68569e-10 6.72783e-16 0.0449614
29 7.53178e-10 1.31064e-15 0.0476211
30 7.50079e-10 7.32517e-16 0.0504392
31 6.18015e-10 5.50372e-16 0.0534232
32 7.15238e-10 4.4375e-16 0.0565882
33 5.65964e-10 1.27987e-16 0.0599248
34 5.40722e-10 -2.18092e-17 0.0634779
35 5.19723e-10 1.32819e-16 0.0672372
36 3.50238e-10 -3.92966e-17 0.0712122
37 4.25801e-10 2.10001e-16 0.0754216
38 2.16853e-10 1.29407e-16 0.0798841
39 3.37483e-10 2.58059e-16 0.0846184
40 1.66028e-10 -8.36679e-17 0.0896153
41 3.44872e-11 -3.1343e-16 0.0949215
42 1.82281e-10 -4.44376e-16 0.100537
43 -9.03702e-11 -2.58236e-16 0.106481
44 6.07775e-11 2.11483e-16 0.11279
45 -4.62872e-11 -5.56748e-16 0.119456
46 -1.22753e-10 2.64886e-16 0.126524
47 6.60874e-11 -4.96545e-16 0.134015
48 -1.444e-10 3.22613e-16 0.141937
49 -2.45682e-11 -3.02697e-16 0.150337
50 4.868e-11 1.15179e-16 0.159234
51 -1.55069e-10 7.36662e-16 0.168656
52 -1.96238e-11 -1.05413e-15 0.178631
53 1.8628e-11 3.51153e-16 0.189196
54 -4.96668e-11 2.09322e-16 0.200399
55 -7.24676e-12 -3.28965e-16 0.212249
56 7.74736e-10 1.21292e-15 0.0449619
57 7.50104e-10 1.65766e-15 0.0476216
58 7.4184e-10 1.07824e-15 0.0504398
59 6.23685e-10 6.50486e-16 0.0534239
60 7.11075e-10 5.07288e-16 0.0565889
61 5.59984e-10 6.60522e-17 0.0599255
62 5.41351e-10 -1.39058e-16 0.0634786
63 5.22426e-10 1.9961e-16 0.067238
64 3.52539e-10 1.37327e-16 0.0712131
65 4.2585e-10 5.70664e-16 0.0754225
66 2.13552e-10 3.79876e-16 0.079885
67 3.34066e-10 4.67464e-16 0.0846194
68 1.6895e-10 -9.72887e-17 0.0896163
69 3.62438e-11 -5.71172e-16 0.0949226
70 1.80466e-10 -6.55294e-16 0.100538
71 -9.27768e-11 -4.27076e-16 0.106482
72 6.21222e-11 5.76158e-17 0.112792
73 -4.34492e-11 -5.74475e-16 0.119457
74 -1.21387e-10 3.87224e-16 0.126526
75 7.16257e-11 -5.57395e-16 0.134017
76 -1.3968e-10 4.17249e-16 0.141939
77 -2.08263e-11 -3.24391e-16 0.150339
78 4.9968e-11 1.24215e-16 0.159236
79 -1.53937e-10 9.3107e-16 0.168658
